1.203174878325107833e-01 3.575561910505721808e-01 6.868707028300461426e-01 9.318824441493861466e-01 1.329843799961268447e+00 5.025560773918696933e-01 1.904222398230853153e-01 6.194213943754760532e-01 9.747638897840957828e-01 9.951783312255714220e-01 1.209334199457972270e+00 1.026135809958692358e+00 5.756641758526265251e-01 9.835481287843429454e-01 1.184724925741277968e+00 1.312021511276073582e+00
7.766608729647545006e-02 3.409565056336226752e-01 6.869212640521282776e-01 8.389746487367868433e-01 9.067152681096229960e-01 3.309429868018985976e-01 -3.914247762937238945e-02 1.139771424050193688e-01 6.334471328922857136e-01 9.726263037232849573e-01 9.570835669085692166e-01 6.944532854086106211e-01 1.127996649973702858e+00 1.197241504985117055e+00 1.269285268002802392e+00 1.016790848752244347e+00
2.719787070113612037e-02 3.200128902199503300e-01 6.153654026805671640e-01 6.380118798891516452e-01 7.809553382256733123e-01 2.608476183711725960e-01 2.349835655817741897e-02 -2.132355497095015096e-01 2.774688228912083540e-02 7.163671786371599293e-01 7.220085237996046734e-01 9.045162503391070974e-01 1.338713531403587842e+00 1.494702261466376525e+00 1.357105722901210898e+00 1.345345874245152729e+00
-3.544427275617914076e-03 6.036123567097897297e-02 3.710370514028514255e-01 4.891998926196544639e-01 7.388830536621401324e-01 3.568359262428195122e-01 1.709244864413639320e-01 -1.254381471848854679e-01 3.440141226145581044e-01 8.385990209370079995e-01 1.178896150638081952e+00 1.265535592247446717e+00 1.579282364962375285e+00 1.471315709259946702e+00 1.583469658479993214e+00 1.463763039801962762e+00
-4.678449002969408896e-03 -6.823799990250385694e-02 1.507365881183037881e-01 1.949274641011125575e-01 2.978763490191623231e-01 3.701269147797828230e-01 2.032133613423460841e-02 1.236549830620592774e-02 2.985655454450326096e-01 1.147568156383864890e+00 1.634873886840759738e+00 1.465430216005547681e+00 1.473903631823126892e+00 8.999160315560115198e-01 1.229394123830712893e+00 1.275400221358686803e+00
4.735869115284242481e-01 3.056844378882851987e-01 4.716807447569881240e-01 2.651435088179639465e-01 1.715610071864422381e-01 5.532419612017188681e-01 1.019775140030687449e-01 3.301236244344971787e-02 1.797607041113956916e-01 1.094454966224603698e+00 1.804838491002811685e+00 2.105500094700264224e+00 1.613962322860662546e+00 7.873978910796377573e-01 5.147034858389579748e-01 4.922830021149394164e-01
9.820119551772154010e-01 9.208805429058457559e-01 5.588382517275474193e-01 7.595486683276333473e-01 7.405492700395989170e-01 5.191569358910667065e-01 -6.922727251831284345e-02 7.306868827914499154e-02 2.665386063574172182e-01 8.771472752141564744e-01 1.436763057435087809e+00 1.830626865873542952e+00 1.518926698315828716e+00 6.406360725057818062e-01 2.046746557319944863e-03 -1.502812218081019668e-01
7.963719695476619842e-01 9.589675018151063712e-01 9.168597576423896944e-01 8.510990397995559231e-01 8.459324640931968897e-01 9.095671446207231892e-01 1.395529126214601900e-01 6.604662538708708230e-02 2.747240820951312168e-01 8.240388412297774412e-01 1.454311914969846908e+00 1.545981657219523742e+00 9.893633474052091481e-01 1.456442963828750714e-01 -6.464252428724130695e-02 -5.918215395429883285e-01
7.903462282829691876e-01 1.339856590337261233e+00 1.117810826733661944e+00 6.222732360134152207e-01 5.790376422177748728e-01 5.488694844886679025e-01 1.883590036293518455e-01 2.103135172625142102e-01 6.277782214728483412e-01 1.146721174904741236e+00 1.433163091699084735e+00 1.537675785594349476e+00 1.114050478116223486e+00 4.667775531691695928e-02 1.351460688674124000e-01 -3.778669531238645907e-01
1.259328170735052543e+00 1.437834001790095684e+00 1.289883681930344306e+00 8.134893196017148886e-01 7.580053190105352501e-01 7.201884844039951883e-01 9.551916498469468220e-01 4.151132097369047980e-01 6.063285776853742925e-01 9.787015800134608590e-01 1.665004109375956443e+00 1.441617457399777757e+00 1.007218580275530462e+00 5.057704224592497466e-01 6.272743459888914241e-01 4.016657765016244386e-01
